id,title,AffinityPropagation_w2v_300,AffinityPropagation_artm_200,text
27488049,Middle IOS разработчик,238,267,"Middle IOS разработчик Дружная команда мобильной разработки крупнейших российских новостных медиа Life.ru и Mash,  ищет iOS-разработчика с пониманием iOS экосистемы, который поможет сделать наши приложения еще лучше. Мы предлагаем интересную работу и множество нетривиальных задач с применением современных технологий, которые мы активно применяем в наших проектах. Вам предстоит участвовать в реализации новых фич приложений Life.ru и Mash, поработать с технологиями видеостриминга, интегрироваться с нейронными сетями, такими как рекомендательные сети, системы распознавания образов, с чат-ботами и при желании получить опыт или прокачать скилл в AR/VR. Что для этого нужно:   Опыт работы от 2-х лет;   Знание ObjectiveC и Swift;   Понимание протокола HTTP/S;   Опыт работы с REST API, JSON API (ручное построение запросов, использование готовых библиотек);   Знание SOLID Dependency Injection приветствуется;   Знание iOS UI design guidelines;   Наличие опыта работы в команде, использования системы контроля версий (GIT);   Реализованные проекты, присутствующие в Apple AppStore.   Обязанности и задачи:   Разработка приложений для платформы iOS;   Участие в Agile-процессе разработки;   Тестирование своего кода, отладка, багфикс, оптимизация;   Участие в кросс-ревью кода команды.   Мы можем гарантировать:  Официальное трудоустройство и комфортное рабочее место; Конкурентная оплата труда, которая зависит от уровня навыков и будет расти вместе с ростом компетенций; Интересные проекты с серьезными задачами; Реальные возможности для профессионального и карьерного роста в рамках компании по грейдовой системе; Возможности для нового обучения и посещения конференций. "
24351648,IOS разработчик,238,346,"IOS разработчик Компания REDMADROBOT не является мировым лидером в авиаперевозках или моментальных платежах, не качает нефть и не торгует на бирже. Мы профессионально делаем проектирование, дизайн, разработку и последующее техническое сопровождение мобильных приложений для лидеров российского рынка, таких как Билайн, РБК, SUP Media, финансовые группы Лайф и Открытие.Мы предлагаем возможность вместе с командой создавать продукты, которыми будут пользоваться миллионы людей.Предстоит делать такую работу:  проводить декомпозицию и оценку scope задач; взаимодействовать с аналитиками, дизайнерами и тестировщиками; проектировать программный дизайн приложений; писать качественный, промышленный код; быстро изучать и реализовывать технологии из новых SDK; делиться знаниями и опытом с коллегами; нести ответственность; предлагать качественные решения; думать.  Требования:  опыт разработки мобильных приложений под iOS c использованием последних версий SDK; опыт написания проектов «с нуля»; опыт разработки клиент-серверных приложений; опыт написания iOS от 1,5 лет; знание Objective-C; знание последних версий Swift; знание AutoLayout, Storyboard, Multithreading, Blocks, GCD, NSOperationQueue; знание принципов ООП; знание и опыт использования других языков программирования; понимание архитектур SOA, MVVM, MVP, VIPER и других; знание основных паттернов проектирования и опыт их применения; опыт распределенной разработки (Git/SVN, JIRA/Redmine/…).  Желательно:  знание методик автоматизированного тестирования кода и интерфейса; опыт работы в Agile-проектах, в том числе с инженерными практиками Agile; знание классических алгоритмов и структур данных; опыт использования и настройки CI/CD; опыт работы с различными developer tools; наличие примеров кода на GitHub; наличие портфолио успешно реализованных проектов; перфекционизм и внимание к деталям.  Условия:  достойная заработная плата по итогам собеседования; гибкий график; полностью официальное оформление с первого рабочего дня; современный, комфортабельный офис в шаговой доступности от м. Горьковская, работа на новом MacBook Pro.  Мы прежде всего нацелены на профессиональное развитие команды, как для того, чтобы решать все более и более сложные задачи в рамках новых проектов, так и для того, чтобы улучшать возможности развития каждого человека в команде.Вместе с рассказом о себе, если есть, присылайте ссылки на ваши работы в AppStore, а также ссылки на профили в GitHub, StackOverflow, Habr."
23543542,Разработчик android,238,352,"Разработчик android ОБЯЗАННОСТИ:  Разрабатывать приложения БИНБАНКа для Android в команде опытных разработчиков; Участвовать в принятии технических решений и планировании процесса разработки; Взаимодействовать с аналитиками, дизайнерами и другими разработчиками; Писать качественный, красивый код; Самостоятельно определять и соблюдать установленные сроки задач; Развиваться;  ТРЕБОВАНИЯ:  Опыт разработки под Android не менее 2 лет; Знание ООП, Java, шаблонов проектирования, многопоточности; Знание основных алгоритмов и структур данных; Знание TCP/UDP/HTTP, понимание принципов работы RESTful API; Опыт работы с Android Studio и Gradle, уверенное знание Git; Опыт разработки сложных пользовательских интерфейсов, наличие практики в Material Design; Опыт работы с базами данных в Android;  Будет здорово, если:  Слова RxJava, Retrofit, Retrolambda для вас не пустой звук; Вам есть чем похвастаться в Google Play или на GitHub; Вы любите и умеете делать красивые, удобные и быстрые интерфейсы; Вы помимо умения отстаивать свою конструктивную позицию, умеете слышать аргументы; У вас есть опыт работы по методологии Scrum; У вас есть профильное высшее образование;    УСЛОВИЯ:  Работа в современном, светлом офисе пешком от метро Войковская; Центральное кондиционирование, ростовые окна с северной стороны - у нас комфортно; Дружный коллектив профессионалов в различных областях. Неограниченные возможности профессионального роста; ДМС после испытательного срока; Корпоративные скидки и бонусы; Оформление по ТК РФ, достойный уровень вознаграждения "
22075335,Android разработчик,238,271,"Android разработчик Компания REDMADROBOT не является мировым лидером в авиаперевозках или моментальных платежах, не качает нефть и не торгует на бирже. Мы профессионально делаем проектирование, дизайн, разработку и последующее техническое сопровождение мобильных приложений для лидеров российского рынка. Предстоит делать такую работу:    проектировать архитектурный дизайн приложений; проводить декомпозицию скоупа задач; писать качественный промышленный код; взаимодействовать с аналитиками, дизайнерами и тестировщиками.    Требования:    опыт разработки мобильных приложений под Android больше двух лет; знание Android SDK (API lvl &gt; 14), Android Memory Management, Android application architecture, Gradle; знание TCP/UDP/HTTP, Multithreading &amp; Concurrency (в т.ч. RxJava); опыт разработки клиент-серверных приложений; обладать устойчивыми знаниями принципов и опытом работы в ООП, опытом работы с СУБД (+NoSQL); знание основных паттернов проектирования; знание методик автоматизированного тестирования; опыт распределенной разработки (работа с GitHub/GitLab).    Желательно:    опыт разработки на Kotlin; понимание парадигмы функционального программирования; опыт создания сложного нестандартного UI; опыт работы в Agile, в том числе с инженерными практиками Agile; высшее образование по специальности математика/программирование.    Условия:    хипстерский стек технологий: Kotlin, Clean Architecture, Dagger 2, Rx 2, Moxy хорошая белая зарплата и гибкий график работы; рабочее место с красивой ЭВМ в модном офисе в центре Москвы; корпоративная квартира для сотрудников из других городов; командировки на профильные конференции в роли участника или спикера; возможность вступления в сообщество Google Developers Experts; умелые коллеги под боком и их огромный опыт.    Мы редко играем в XBOX, хотя он у нас есть. Мы прежде всего нацелены на профессиональное развитие команды как для того, чтобы решать все более и более сложные задачи в рамках новых проектов, так и для того, чтобы улучшать возможности развития каждого человека в команде."
25672339,Android разработчик,238,374,"Android разработчик Компания REDMADROBOT не является мировым лидером в авиаперевозках или моментальных платежах, не качает нефть и не торгует на бирже. Мы делаем приложения, которым миллионы людей доверяют свои данные, деньги и даже безопасность. И каждый в нашей команде берет на себя ответственность за то, чтобы оправдать их доверие, и делает все, чтобы остаться молодцом.   Предстоит делать такую работу:  декомпозировать, оценивать и приоритизировать уйму задач; проектировать архитектуру приложения; писать понятный, тестируемый код и участвовать в code review; предлагать качественные решения и аргументировать их; быстро изучать и умело применять новые технологии; работать вместе с аналитиками, дизайнерами, QA-инженерами;    Требования:  опыт разработки мобильных приложений под Android больше двух лет; знание Android SDK от 19 API; понимание основных паттернов проектирования классических алгоритмов, структур данных и область их применения; знание Multithreading &amp; Concurrency (в т.ч. RxJava); обладать устойчивыми знаниями принципов и опытом работы в ООП, опытом работы с СУБД (+NoSQL); опыт разработки клиент-серверных приложений, знание TCP/UDP/HTTP/HTTPS/TLS; опыт распределенной разработки (работа с GitHub/GitLab).    Желательно:  опыт разработки на Kotlin; понимание парадигмы функционального программирования; опыт создания сложного нестандартного UI; опыт работы в Agile, в том числе с инженерными практиками Agile; высшее образование по специальности математика/программирование.    Условия:  хипстерский стек технологий: Kotlin, Clean Architecture, Dagger 2, Rx 2, Room, Moxy; достойная заработная плата по итогам собеседования, 100% white; гибкий график; модный офис и новенький MacBook; командировки на профильные конференции в роли участника или спикера; профессиональная команда коллег.    Мы прежде всего нацелены на профессиональное развитие команды как для того, чтобы решать все более и более сложные задачи в рамках новых проектов, так и для того, чтобы улучшать возможности развития каждого человека в команде. Вместе с рассказом о себе, если есть, присылайте ссылки на ваши работы в Google Play, а также ссылки на профили в GitHub, StackOverflow, Habr."
22920241,IOS developer,242,172,"IOS developer В команду профессионалов ищем целеустремленного и трудолюбивого iOS разработчика:   Требования:  опыт коммерческой разработки на Swift от 1 года; знание ООП, паттернов проектирования, алгоритмики и структур данных; знание как устроена операционная система iOS; опыт работы с iOS SDK; знание английского языка (уровень не ниже Intermediate);    Будет плюсом:  знание SOLID; наличие опубликованных проектов в портфолио; знание Objective-C; опыт кросс-платформенной разработки; опыт с iOS 9; опыт работы по SCRUM.    Условия работы:  Отличный офис (ул. Коммунистическая 10 минут пешком от ст.м. Немига). Профессиональный коллектив, в котором приятно работать и где есть чему поучиться. Зарплата выше средней на рынке и её регулярный пересмотр. Расширенный соц. пакет: профессиональная литература, оплата семинаров/тренингов/конференций по запросу, сертификация за счет компании, внутренние семинары, помощь в получении многократной шенгенской визы, регулярные корпоративные мероприятия и многое другое. Удобное рабочее место, white board, комната отдыха и кухня. Гибкий рабочий график, овертаймы - только по желанию. Интересные проекты, разработка «с нуля».     "
23997584,Разработчик iOS,242,172,"Разработчик iOS Требуется разработчик, который готов заниматься созданием проектов с нуля, умеющий эффективно решать нестандартные задачи.   Обязанности:  разработка приложений для iOS; работа в команде c менеджерами, дизайнерами, frontend-, backend-разработчиками и тестировщиками; разработка качественного финального продукта; изучение новых технологий, последних тенденций в области мобильной разработки.    Требования:  отличное знание Objective-C; наличие законченных проектов, которые можно показать; опыт работы с распределенными системами контроля версий (Git, Mercurial); знание английского языка на уровне свободного чтения технической англоязычной литературы; коммуникабельность.    Будет плюсом:  отличное знание ООП, клиент-серверного взаимодействия; опыт работы со swift; опыт написания серверных приложений (Python, Ruby, Java).    Условия работы:  работа в офисе, полная занятость; социальный пакет; премии по результатам работы; оплачиваемый отпуск; возможность профессионального и карьерного роста; творческая атмосфера в коллективе; рабочий график: понедельник-пятница, 10:00–19:00, обеденный перерыв — один час. "
22376534,Android разработчик,242,417,"Android разработчик В молодую и дерзкую команду разработчиков мобильных приложений и сервисов требуется классный Android-разработчик. Можно без большого опыта, но с высоким интеллектом и ответственным отношением к делу. Что нужно знать:  Java Android Работа с БД Иметь представление о многопоточном программировании Лэйауты, фрагменты, ресайклер-вью и т.д.  Условия:  Работа в офисе в центре города, гибкий график, кофе, печеньки, зарплата по результатам собеседования. "
27490745,IOS-Android разработчик,242,170,"IOS-Android разработчик Команда IROKEZ ищет iOS-Android разработчика. Требования: - Знание Objective-C/Swift, Java/Kotlin, SQL Lite;- Опыт работы с API, JSON, XML;- Опыт работы с Git;- Адаптивная верстка;- Понимание ООП;- Опыт работы и понимание шаблонов проектирования;- Опыт работы и понимание алгоритмов и структур данных;- Умение искать ответы на вопросы в Google/StackOverflow;- Опыт работы в команде от 1 года. Мы предлагаем: - белая заработная плата (ее размер определяется по результатам собеседования);- рабочий день с 9-00 до 18-00, понедельник–пятница;- уютный офис в центре города;- интересные проекты и бесценный опыт работы в одной из лучших IT-компаний;- теплая атмосфера и дружный коллектив, где все поддерживают друг друга;- реальные возможности профессионального, зарплатного, карьерного роста;- активная жизнь внутри компании — тренинги, совместные праздники и выезды."
23614555,Разработчик iOS,242,172,"Разработчик iOS Требуется разработчик, который готов заниматься созданием проектов с нуля, умеющий эффективно решать нестандартные задачи. Обязанности:  разработка приложений для iOS; работа в команде c менеджерами, дизайнерами, frontend-, backend-разработчиками и тестировщиками; разработка качественного финального продукта; изучение новых технологий, последних тенденций в области мобильной разработки.  Требования:  отличное знание Objective-C; наличие законченных проектов, которые можно показать; опыт работы с распределенными системами контроля версий (Git, Mercurial); знание английского языка на уровне свободного чтения технической англоязычной литературы; коммуникабельность.  Будет плюсом:  отличное знание ООП, клиент-серверного взаимодействия; опыт работы со swift; опыт написания серверных приложений (Python, Ruby, Java).  Условия работы:  работа в офисе, полная занятость; заработная плата от 80 000; социальный пакет; премии по результатам работы; оплачиваемый отпуск; возможность профессионального и карьерного роста; творческая атмосфера в коллективе; рабочий график: понедельник-пятница, 10:00–19:00, обеденный перерыв — один час. "
20568874,Android разработчик,243,352,"Android разработчик Мы ищем талантливых Android разработчиков в компанию по продаже электронных авиабилетов.Мы на рынке уже более 5 лет и по ряду сегментов являемся лидерами по объемам продаж.Нам необходимо быстро двигаться вперед, улучшать текущую функциональность и реализовывать новые фичи.Для того чтобы добиться еще больших успехов, возможно, нам нужны именно вы. Задачи:  Поддержка существующего приложения; Создание новой функциональности приложения.  Требования:  Опыт разработки под OS Android от 2-х лет; Хорошее знание Android SDK(&gt;=16), Java и Gradle; Знание современных подходов к построению архитектуры Android-приложений; Опыт разработки клиент-серверных приложений; Опыт работы с основными элементами Android-приложений и их жизненными циклами; Умение разрабатывать адаптивные интерфейсы с учётом принципов и тонкостей различных устройств и версий ОС; Способность разобраться в чужом коде; Владение английским языком на уровне, достаточном для чтения технической документации; Умение находить и предлагать решения поставленных задач; Внимание к деталям и аккуратность исполнения интерфейса; Коммуникабельность, умение задавать вопросы и принимать участие в обсуждении новых фич; Ответственность за свою работу.  Будет плюсом:  Наличие готовых проектов в Google Play; Опыт работы с другими платформами и языками; Знание основных паттернов программирования; Знание принципов чистой архитектуры; Знание Kotlin.  Что мы предлагаем:  Современный офис в БЦ &quot;Санкт-Петербург Плаза&quot;; Полностью &quot;белая&quot; заработная плата; Корпоративный полис ДМС; Современное железо для рабочего места; Рабочие столы с подъемными механизмами; Книги за счет компании; Отличная команда профессионалов, готовая всегда прийти на помощь; Зерновой кофе, фрукты, горячие бутерброды, кола и печеньки; Уровень дохода обсуждается с успешным кандидатом на собеседовании.   "
25792594,IOS разработчик,243,346,"IOS разработчик Компания «Мобильные бизнес-решения» работает на рынке информационных технологий с 2007 года. Основным направлением деятельности компании является разработка программного обеспечения на заказ. Кроме этого компания занимается разработкой и внедрением собственных программных решений. В данный момент мы ищем разработчика iOs.   Возможна удаленная работа!!! Обязанности:  Участие в разработке архитектуры приложений; Писать понятный и тестируемый код; Быстро изучать и умело применять новые технологии в SDK; Предлагать качественные решения и аргументировать их; Участвовать в code review.  Требования:  ﻿Опыт разработки мобильных приложений под iOS c использованием последних версий SDK; Опыт разработки клиент-серверных приложений; Знание Objective-C; Знание Swift &gt;2.0; Знание AutoLayout и Storyboard; Знание Multithreading/GCD/NSOperationQueue; Знание принципов ООП; Опыт использования других языков высокого уровня; Понимание архитектур SOA, MVVM, MVP, VIPER и других; Знание основных шаблонов проектирования и опыт их применения; Опыт распределенной разработки (Git/SVN, JIRA/Redmine/…).  Будет плюсом:  Знание методик автоматизированного тестирования кода и интерфейса; Опыт работы в Agile-проектах, в том числе с инженерными практиками Agile; Знание классических алгоритмов и структур данных; Опыт использования и настройки CI/CD; Опыт работы с различными developer tools; Перфекционизм и внимание к деталям; Наличие примеров кода на GitHub; Наличие портфолио успешно реализованных проектов;  Условия:  График работы: Пн-Пт, с 10.00 до 19.00; Соц. пакет (оплачиваемый отпуск, больничный); Перспективы карьерного и материального роста.  АдресМосква, м.Цветной бульвар, Большой каретный переулок."
25994862,"Android developer (разработка, Google Play Loader)",243,154,"Android developer (разработка, Google Play Loader) Traffex — международная финансовая компания которая создает собственные проекты на стыке IT и финансов.   Задача - требуется создавать приложения для Google Play которые будут использоваться для погрузки рекламных приложений, оплата за каждое APK ($150-200).   Будем ждать отклики, просьба писать людям только с опытом и пониманием разработки Loader&#39;a для Google Play   Требования:  Опыт использования Android SDK от двух лет; Уверенное знание Java SE, Kotlin; Опыт работы с основными сетевыми протоколами и форматами данных; Знание Android SDK и основ архитектуры Android; Представление о Human Interfaces Guidelines для Android; Системное мышление и здоровый перфекционизм; Опыт разработки массовых коммерческих приложений, наличие законченных проектов, опубликованных в Google Play.  Плюсом будет:  Опыт работы с Android NDK; Умение проектировать и реализовывать сложные и нестандартные пользовательские интерфейсы.  Бонусы Мы предлагаем:  Самый гибкий из всех гибких графиков; ДМС после испытательного срока;    Будем ждать отклики"
24324288,IOS разработчик,243,267,"IOS разработчик Компания &quot;Аплана Софтвер&quot; (входит в ГК &quot;АйТи&quot;) - лидер в сфере контроля и обеспечения качества ПО на всех этапах жизненного цикла. Мы расширяем команду и приглашаем кандидатов на вакансию IOS разработчика: Чем предстоит заниматься: • Разработка мобильного приложения: • Создание приложений для платформы iOS • Взаимодействие с командой • Общение с клиентом   Что нужно знать:• Знание и понимание принципов ООП• Знание основных шаблонов проектирования (Singleton, Factory, Observer и т.п.)• Понимание шаблона MVC• Понимание принципов асинхронного программирования• Понимание протокола HTTP/HTTPS• Понимание форматов XML и JSON• Умение работать с системой контроля версий gitТребования к iOS:• участие в проектах с поддержкой iOS 8• знание языка Swift• создание форм как с xib, так и полностью в коде• поддержка и интеграция objective c кода со swift Также приветствуется: • Опыт работы с swift Alamofire / NSUrlsession • Умение создавать свои фрэймворки/компоненты   Со своей стороны мы готовы предложить: • Интересные задачи в рамках проекта масштабного телекоммуникационного проекта. • Работа в профессиональной команде."
20776674,IOS Swift Developer,250,264,"IOS Swift Developer Обязанности:  Создание мобильного приложения для населения Москвы (112 Москва) в рамках работы над комплексной информационной системой мониторинга и управления силами и средствами МЧС Москвы и системы 112. Разработка кода Коммуникация с Аналитиками и Тестерами    Требования: Обязательно:   Swift Основы Web-разработки: HTML, CSS, JavaScript, HTTP, REST, XML, JSON Основы SQL  Будет плюсом:   Objective C Web, Android, Java Интеграция с внешними сервисами (картография, классификаторы) "
27833364,IOS разработчик,250,38,"IOS разработчик Обязанности: • Проектирование и разработка IOS приложений на Swift • IOS приложения взаимодействуют с REST API внешних сервисов и внутренних корпоративных систем • Разработка автоматизированных тестов. Сборка и внедрение релизов   Требования:  • Уверенное знание Swift и iOS SDK • Знание HTTP, XML, JSON; • Опыт разработки приложений на REST API • Понимание архитектурных паттернов MVC, MVP, MVVM и ООП • Опыт работы с Git • Опыт проектирования UI • Знание Human Interface Guidelines • Наличие завершенных проектов в AppStore • Английский - Intermediate (B1 level)    "
25678293,IOS - разработчик,250,38,"IOS - разработчик Обязанности:  Развитие и поддержка мобильного приложения компании на платформе iOS; Интеграция с внешними системами посредством API Создание нового и оптимизация работы имеющегося функционала; Проведение командного code review; Постоянное совершенствование навыков iOS-разработки.    Требования:  Опыт разработки под платформу iOS; Приветствуется наличие доступных в App Store iOS-приложений; Уверенные знания Objective-c, алгоритмов и структур данных, Верстка UI под iOS (autolayout); Умение работать в команде;    Будет плюсом  Знания SWIFT Знание английского языка Многопоточное программирование; Понимание принципов управления памятью в iOS; "
24499205,Android разработчик,251,383,"Android разработчик ООО &quot;Инегра Софт&quot; требуется Android-разработчик в г. Нальчик Требования:  Знание Java, Android SDK; Знание ООП, паттернов проектирования MVC, MVP; Понимание клиент-серверного взаимодействия; Знание HTTP протокола, стиля REST API; Умение работать с системой контроля версии Git; "
23537728,IOS/Android разработчик,251,264,"IOS/Android разработчик Требуется опытный разработчик для создания приложений/сервисов для мобильных платформ.   Профессиональные требования:- iOS: знание Objective-C/Swift- iOS: знание основных фреймворков iOS SDK (Foundation, UIKit, StoreKit, Core Location ...)- Android: знание Java- Android: знание Android SDK- знание принципов ООП и основных паттернов программирования- знание шаблонов проектирования MVVM/MVC- опыт работы с http, Rest API- опыт работы с API социальных сетей (Facebook, Twitter)- опыт работы с Git Требования к личностным качествам:- ответственность- умение планировать свой рабочий процесс- умение оценивать сроки выполнения задач- умение работать в команде   Необходимый опыт:- обязательно наличие выполненных проектов по специализации"
25187471,Android Developer (Java),251,271,"Android Developer (Java) Опыт и знания  Java/Android от 3х лет разработки Понимание принципов ООП, SOLID Понимание архитектурных подходов MVP, MVC, MVVM Понимание принципов DI Опыт проведения Code Review  Желательно  Опыт работы с Realm Опыт написания тестов (Robolectric, Espresso, JUnit) Знание Rx  Плюсы  Опыт работы с рекламными библиотеками Опыт работы с Architecture Components Опыт работы с мультимедиа-контентом Знание kotlin  Обязанности  Разработка новых продуктовых фич Рефакторинг и избавление от легаси-кода    Возможно удаленное сотрудничество (в режиме full-time)"
27219303,Android разработчик,251,154,"Android разработчик Обязанности:  Разработка Android приложений; Тестирование, оптимизация и поддержка существующих и новых приложений; Взаимодействие с менеджерами проекта, аналитиками, дизайнерами и тестировщиками.  Требования:  Опыт разработки мобильных приложений на Android; Знание Android SDK (API lvl &gt; 14), Android Memory Management, Android application architecture, Toolbar &amp; Fragment API, Gradle; Знание TCP/UDP/HTTP, Multithreading &amp; Concurrency; Уверенные знания принципов ООП; Знание основных паттернов проектирования и опыт их применения; Опыт работы с СУБД (+NoSQL); Знание методик автоматизированного тестирования; Опыт работы с GitHub.  Условия:  Конкурентная заработная плата; Гибкий график.  Вместе с резюме присылайте ссылки на ваши работы в Google Play, на профиль в GitHub, StackOverflow, Habrahabr.После рассмотрения резюме вам будет предложено выполнить экспресс-тестовое задание."
24621783,Разработчик мобильных приложений,255,418,"Разработчик мобильных приложений Обязанности: • Создание нового и оптимизация работы имеющегося функционала.• Интеграция с различными внешними системами посредством API.• Работа с Push-уведомлениями.• Написание тестов (UI/Unit).• Адаптация приложения под разные устройства Требования: • Знание принципов ООП и основных шаблонов проектирования и умения их использовать.• Умение разбираться в чужом коде• Опыт создания приложении взаимодействующих с API сервером• Понимание принципов работы реляционных БД, знание SQL• Опыт разработки IOS приложений (SWIFT, Objective-C)• Дополнительно опыт разработки Android приложений• Дополнительно знание JAVA ​​​​​​​• Последовательность, целеустремлённость;• Исполнительность, дисциплинированность, пунктуальность;• Отличные презентационные и коммуникативные навыки;• Активность, многозадачность, хорошая память;• Работоспособность, стрессоустойчивость. Условия:  Конкурентная заработная плата Годовые премии Социальный пакет (фитнес, медицинское страхование, корпоративные мероприятия) Обучение и сертификация за счет компании Оформление в соответствии с трудовым кодексом РК Отпуск 24 календарных дня Испытательный срок 3 месяца Рабочий день с 9:00 до 18:30 "
